A-dq

QoS,BE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
4,2,,113,0,0,,2.01659,2.03049,2.04762,,9.22337e+09,-nan,0
4,3,,122,1,0.819672,,1.0034,1.01554,1.02623,,9.22337e+09,-nan,0
4,5,,96,0,0,,1.0019,1.01008,1.02718,,9.22337e+09,-nan,0
4,6,,109,1,0.917431,,2.01167,2.03523,2.0586,,9.22337e+09,-nan,0
4,7,,127,0,0,,3.02276,3.04913,3.08135,,9.22337e+09,-nan,0
4,8,,103,0,0,,4.03167,4.06168,4.09547,,9.22337e+09,-nan,0
4,9,,109,0,0,,4.03253,4.05841,4.079,,9.22337e+09,-nan,0
5,1,,96,3,3.125,,4.03886,4.05857,4.08011,,9.22337e+09,-nan,0
5,2,,131,3,2.29008,,3.02454,3.04413,3.06247,,9.22337e+09,-nan,0
5,3,,107,1,0.934579,,2.0147,2.03014,2.04274,,9.22337e+09,-nan,0
5,4,,115,1,0.869565,,1.00291,1.01479,1.02381,,9.22337e+09,-nan,0
5,6,,102,0,0,,1.00512,1.01574,1.02536,,9.22337e+09,-nan,0
5,7,,116,0,0,,2.01696,2.03013,2.04303,,9.22337e+09,-nan,0
5,8,,109,0,0,,3.03071,3.04415,3.05866,,9.22337e+09,-nan,0
5,9,,134,1,0.746269,,4.03365,4.0588,4.0849,,9.22337e+09,-nan,0
6,1,,111,0,0,,4.03398,4.0556,4.07605,,9.22337e+09,-nan,0
6,2,,124,2,1.6129,,4.03465,4.05664,4.08158,,9.22337e+09,-nan,0
6,3,,96,4,4.16667,,3.0233,3.04207,3.05842,,9.22337e+09,-nan,0
6,4,,74,1,1.35135,,2.00806,2.02843,2.03996,,9.22337e+09,-nan,0
6,5,,96,0,0,,1.00145,1.01262,1.02126,,9.22337e+09,-nan,0
6,7,,120,1,0.833333,,1.00554,1.01477,1.02454,,9.22337e+09,-nan,0
6,8,,115,0,0,,2.00821,2.02917,2.04129,,9.22337e+09,-nan,0
6,9,,98,0,0,,3.0235,3.04336,3.06209,,9.22337e+09,-nan,0
7,1,,113,0,0,,3.01943,3.04255,3.05836,,9.22337e+09,-nan,0
7,2,,91,0,0,,4.03378,4.05714,4.07525,,9.22337e+09,-nan,0
7,3,,102,3,2.94118,,4.03749,4.05835,4.07571,,9.22337e+09,-nan,0
7,4,,93,0,0,,3.01506,3.04182,3.05965,,9.22337e+09,-nan,0
7,5,,115,0,0,,2.00878,2.02706,2.0401,,9.22337e+09,-nan,0
7,6,,104,0,0,,1.0015,1.0145,1.02402,,9.22337e+09,-nan,0
7,8,,96,0,0,,1.00422,1.01338,1.02654,,9.22337e+09,-nan,0
7,9,,99,1,1.0101,,2.01644,2.02854,2.04347,,9.22337e+09,-nan,0
8,1,,118,0,0,,2.00993,2.0292,2.04343,,9.22337e+09,-nan,0
8,2,,116,0,0,,3.01676,3.04265,3.06186,,9.22337e+09,-nan,0
8,3,,105,0,0,,4.02744,4.05547,4.07523,,9.22337e+09,-nan,0
8,4,,133,0,0,,4.01592,4.05501,4.07682,,9.22337e+09,-nan,0
8,5,,93,1,1.07527,,3.01206,3.0414,3.06047,,9.22337e+09,-nan,0
8,6,,113,0,0,,2.00959,2.02679,2.04148,,9.22337e+09,-nan,0
8,7,,107,1,0.934579,,1.00213,1.01408,1.02238,,9.22337e+09,-nan,0
8,9,,117,0,0,,1.00204,1.01433,1.02366,,9.22337e+09,-nan,0
9,1,,105,0,0,,1.00224,1.01344,1.02476,,9.22337e+09,-nan,0
9,2,,108,0,0,,2.00584,2.02909,2.04132,,9.22337e+09,-nan,0
9,3,,111,0,0,,3.01479,3.04226,3.05948,,9.22337e+09,-nan,0
9,4,,83,1,1.20482,,4.01835,4.05415,4.09002,,9.22337e+09,-nan,0
9,5,,108,0,0,,4.02388,4.05309,4.07683,,9.22337e+09,-nan,0
9,6,,136,0,0,,3.01019,3.04056,3.0631,,9.22337e+09,-nan,0
9,7,,123,0,0,,2.0096,2.02655,2.04819,,9.22337e+09,-nan,0
9,8,,124,0,0,,1.00268,1.01305,1.0294,,9.22337e+09,-nan,0
