

QoS,BE
SRC, DST, CEPID,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
1,3,89,,1,0,0,,2.00628,2.00628,2.00628,,9.22337e+09,-nan,0
1,3,90,,1,0,0,,2.00597,2.00597,2.00597,,9.22337e+09,-nan,0
1,3,91,,1,0,0,,2.00609,2.00609,2.00609,,9.22337e+09,-nan,0
1,3,92,,1,0,0,,2.00442,2.00442,2.00442,,9.22337e+09,-nan,0
1,3,93,,1,0,0,,2.0071,2.0071,2.0071,,9.22337e+09,-nan,0
1,3,94,,1,0,0,,2.0041,2.0041,2.0041,,9.22337e+09,-nan,0
1,3,95,,1,0,0,,2.00441,2.00441,2.00441,,9.22337e+09,-nan,0
1,3,96,,1,0,0,,2.00938,2.00938,2.00938,,9.22337e+09,-nan,0
1,3,97,,1,0,0,,2.00309,2.00309,2.00309,,9.22337e+09,-nan,0
1,3,98,,1,0,0,,2.00652,2.00652,2.00652,,9.22337e+09,-nan,0
1,3,99,,1,0,0,,2.00661,2.00661,2.00661,,9.22337e+09,-nan,0
1,3,100,,1,0,0,,2.00243,2.00243,2.00243,,9.22337e+09,-nan,0
1,3,101,,1,0,0,,2.00492,2.00492,2.00492,,9.22337e+09,-nan,0
1,3,102,,1,0,0,,2.0068,2.0068,2.0068,,9.22337e+09,-nan,0
1,3,103,,1,0,0,,2.00282,2.00282,2.00282,,9.22337e+09,-nan,0
1,3,104,,1,0,0,,2.00697,2.00697,2.00697,,9.22337e+09,-nan,0
1,3,105,,1,0,0,,2.00412,2.00412,2.00412,,9.22337e+09,-nan,0
1,3,106,,1,0,0,,2.00422,2.00422,2.00422,,9.22337e+09,-nan,0
1,3,107,,1,0,0,,2.00461,2.00461,2.00461,,9.22337e+09,-nan,0
1,3,108,,1,0,0,,2.00712,2.00712,2.00712,,9.22337e+09,-nan,0
1,3,109,,1,0,0,,2.00628,2.00628,2.00628,,9.22337e+09,-nan,0
1,3,110,,1,0,0,,2.00249,2.00249,2.00249,,9.22337e+09,-nan,0
1,3,111,,1,0,0,,2.00633,2.00633,2.00633,,9.22337e+09,-nan,0
1,3,112,,1,0,0,,2.00696,2.00696,2.00696,,9.22337e+09,-nan,0
1,3,113,,1,0,0,,2.00528,2.00528,2.00528,,9.22337e+09,-nan,0
1,3,114,,1,0,0,,2.00292,2.00292,2.00292,,9.22337e+09,-nan,0
1,3,115,,1,0,0,,2.00553,2.00553,2.00553,,9.22337e+09,-nan,0
1,3,116,,1,0,0,,2.00409,2.00409,2.00409,,9.22337e+09,-nan,0
1,3,117,,1,0,0,,2.00639,2.00639,2.00639,,9.22337e+09,-nan,0
1,3,118,,1,0,0,,2.00352,2.00352,2.00352,,9.22337e+09,-nan,0
1,3,119,,1,0,0,,2.00563,2.00563,2.00563,,9.22337e+09,-nan,0
1,3,120,,1,0,0,,2.00456,2.00456,2.00456,,9.22337e+09,-nan,0
1,3,121,,1,0,0,,2.00245,2.00245,2.00245,,9.22337e+09,-nan,0
1,3,122,,1,0,0,,2.00664,2.00664,2.00664,,9.22337e+09,-nan,0
1,3,123,,1,0,0,,2.00467,2.00467,2.00467,,9.22337e+09,-nan,0
1,3,124,,1,0,0,,2.00576,2.00576,2.00576,,9.22337e+09,-nan,0
1,3,125,,1,0,0,,2.00555,2.00555,2.00555,,9.22337e+09,-nan,0
1,3,126,,1,0,0,,2.00615,2.00615,2.00615,,9.22337e+09,-nan,0
1,3,127,,1,0,0,,2.00392,2.00392,2.00392,,9.22337e+09,-nan,0
1,3,128,,1,0,0,,2.00567,2.00567,2.00567,,9.22337e+09,-nan,0
1,3,129,,1,0,0,,2.00498,2.00498,2.00498,,9.22337e+09,-nan,0
1,3,130,,1,0,0,,2.00576,2.00576,2.00576,,9.22337e+09,-nan,0
1,3,131,,1,0,0,,2.00657,2.00657,2.00657,,9.22337e+09,-nan,0
1,3,132,,1,0,0,,2.00626,2.00626,2.00626,,9.22337e+09,-nan,0
1,3,133,,1,0,0,,2.00422,2.00422,2.00422,,9.22337e+09,-nan,0
1,3,134,,1,0,0,,2.00713,2.00713,2.00713,,9.22337e+09,-nan,0
1,3,135,,1,0,0,,2.00495,2.00495,2.00495,,9.22337e+09,-nan,0
1,3,136,,1,0,0,,2.00456,2.00456,2.00456,,9.22337e+09,-nan,0
