

QoS,BE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
3,1,,95,0,0,,2.00244,2.00551,2.03247,,9.22337e+09,-nan,0
3,2,,96,0,0,,1.00123,1.00248,1.01168,,9.22337e+09,-nan,0
3,4,,83,0,0,,1.00122,1.00262,1.01046,,9.22337e+09,-nan,0
3,5,,73,0,0,,2.00265,2.00518,2.01802,,9.22337e+09,-nan,0
3,6,,84,0,0,,3.00373,3.00772,3.04591,,9.22337e+09,-nan,0
3,7,,91,0,0,,4.00484,4.01043,4.07075,,9.22337e+09,-nan,0
3,8,,89,0,0,,4.0051,4.01051,4.03667,,9.22337e+09,-nan,0
3,9,,81,0,0,,3.00364,3.00805,3.0441,,9.22337e+09,-nan,0
4,1,,86,0,0,,3.0038,3.00783,3.0429,,9.22337e+09,-nan,0
4,2,,87,0,0,,2.00242,2.0054,2.02001,,9.22337e+09,-nan,0
4,3,,92,0,0,,1.00123,1.00247,1.00493,,9.22337e+09,-nan,0
4,5,,88,0,0,,1.00121,1.00255,1.00568,,9.22337e+09,-nan,0
4,6,,88,0,0,,2.00242,2.00489,2.00906,,9.22337e+09,-nan,0
4,7,,98,0,0,,3.00366,3.00791,3.04418,,9.22337e+09,-nan,0
4,8,,86,0,0,,4.00488,4.01087,4.04966,,9.22337e+09,-nan,0
4,9,,83,0,0,,4.0049,4.01055,4.06489,,9.22337e+09,-nan,0
5,1,,68,0,0,,4.00508,4.01124,4.0623,,9.22337e+09,-nan,0
5,2,,91,0,0,,3.00373,3.00758,3.03261,,9.22337e+09,-nan,0
5,3,,95,0,0,,2.0025,2.00542,2.01714,,9.22337e+09,-nan,0
5,4,,87,0,0,,1.00131,1.0025,1.0068,,9.22337e+09,-nan,0
5,6,,73,0,0,,1.00124,1.0027,1.00754,,9.22337e+09,-nan,0
5,7,,100,0,0,,2.00242,2.00527,2.02883,,9.22337e+09,-nan,0
5,8,,98,0,0,,3.00384,3.00764,3.03697,,9.22337e+09,-nan,0
5,9,,85,0,0,,4.00504,4.01074,4.05785,,9.22337e+09,-nan,0
6,1,,84,0,0,,4.00488,4.01085,4.06237,,9.22337e+09,-nan,0
6,2,,93,0,0,,4.00488,4.01136,4.07299,,9.22337e+09,-nan,0
6,3,,84,0,0,,3.00366,3.00759,3.01533,,9.22337e+09,-nan,0
6,4,,74,0,0,,2.00258,2.00524,2.0079,,9.22337e+09,-nan,0
6,5,,74,0,0,,1.00121,1.00277,1.01893,,9.22337e+09,-nan,0
6,7,,78,0,0,,1.00121,1.00257,1.00599,,9.22337e+09,-nan,0
6,8,,88,0,0,,2.00248,2.0055,2.02121,,9.22337e+09,-nan,0
6,9,,68,0,0,,3.00365,3.00837,3.04909,,9.22337e+09,-nan,0
7,1,,79,0,0,,3.00375,3.00792,3.05026,,9.22337e+09,-nan,0
7,2,,88,0,0,,4.00484,4.01047,4.06539,,9.22337e+09,-nan,0
7,3,,78,0,0,,4.00499,4.01016,4.02456,,9.22337e+09,-nan,0
7,4,,76,0,0,,3.00371,3.00827,3.05508,,9.22337e+09,-nan,0
7,5,,76,0,0,,2.00252,2.00557,2.0153,,9.22337e+09,-nan,0
7,6,,94,0,0,,1.00126,1.00255,1.00936,,9.22337e+09,-nan,0
7,8,,73,0,0,,1.00126,1.0027,1.01229,,9.22337e+09,-nan,0
7,9,,76,0,0,,2.00245,2.0055,2.03746,,9.22337e+09,-nan,0
8,1,,62,0,0,,2.00244,2.00569,2.01348,,9.22337e+09,-nan,0
8,2,,79,0,0,,3.0038,3.00904,3.05869,,9.22337e+09,-nan,0
8,3,,86,0,0,,4.00494,4.01066,4.04771,,9.22337e+09,-nan,0
8,4,,96,0,0,,4.005,4.01026,4.05452,,9.22337e+09,-nan,0
8,5,,86,0,0,,3.00364,3.00827,3.04633,,9.22337e+09,-nan,0
8,6,,74,0,0,,2.00246,2.00528,2.02253,,9.22337e+09,-nan,0
8,7,,94,0,0,,1.00121,1.00257,1.00957,,9.22337e+09,-nan,0
8,9,,71,0,0,,1.00128,1.00261,1.00607,,9.22337e+09,-nan,0
9,1,,80,0,0,,1.00123,1.00251,1.00555,,9.22337e+09,-nan,0
9,2,,77,0,0,,2.00248,2.0051,2.01032,,9.22337e+09,-nan,0
9,3,,63,0,0,,3.00377,3.00787,3.04475,,9.22337e+09,-nan,0
9,4,,92,0,0,,4.00488,4.01071,4.06591,,9.22337e+09,-nan,0
9,5,,88,0,0,,4.0049,4.01063,4.06156,,9.22337e+09,-nan,0
9,6,,74,0,0,,3.00382,3.00836,3.04962,,9.22337e+09,-nan,0
9,7,,77,0,0,,2.00248,2.00569,2.02105,,9.22337e+09,-nan,0
9,8,,70,0,0,,1.00122,1.00286,1.01772,,9.22337e+09,-nan,0
